Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-4755510,SUMOylation of immune response proteins,,-4.3,40,11,30244,11,207,3,1.4,0.83,4792|5970|7329,NFKBIA|RELA|UBE2I,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:1901203,positive regulation of extracellular matrix assembly,19_GO:0048518 positive regulation of biological process,-4.3,40,11,30244,11,207,3,1.4,0.83,1605|4088|7040,DAG1|SMAD3|TGFB1,-2.7,cluster_1_x_name
KEGG Pathway,24,hsa05162,Measles,,-4.3,7.4,6.2,30244,139,207,7,3.4,1.3,595|596|842|898|4792|5970|8503,CCND1|BCL2|CASP9|CCNE1|NFKBIA|RELA|PIK3R3,-2.7,cluster_1_x_name
GeDiPNet,37,GDP05535,Papilloma,,-4.3,19,8.4,30244,30,207,4,1.9,0.96,595|1026|5728|7040,CCND1|CDKN1A|PTEN|TGFB1,-2.7,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,-4.3,19,8.4,30244,30,207,4,1.9,0.96,4088|6497|9612|23327,SMAD3|SKI|NCOR2|NEDD4L,-2.7,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-4090294,SUMOylation of intracellular receptors,,-4.3,19,8.4,30244,30,207,4,1.9,0.96,2099|5241|7329|8554,ESR1|PGR|UBE2I|PIAS1,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,19_GO:0048519 negative regulation of biological process,-4.3,19,8.4,30244,30,207,4,1.9,0.96,1026|1031|5728|10614,CDKN1A|CDKN2C|PTEN|HEXIM1,-2.7,cluster_1_x_name
WikiPathways,27,WP3844,PI3K-AKT-mTOR signaling pathway and therapeutic opportunities,,-4.3,19,8.4,30244,30,207,4,1.9,0.96,2309|4846|5728|8503,FOXO3|NOS3|PTEN|PIK3R3,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,19_GO:0048518 positive regulation of biological process,-4.3,3.8,5.2,30244,506,207,13,6.3,1.7,857|1605|1785|4088|5217|5581|5587|7040|10152|10174|10979|11267|55832,CAV1|DAG1|DNM2|SMAD3|PFN2|PRKCE|PRKD1|TGFB1|ABI2|SORBS3|FERMT2|SNF8|CAND1,-2.7,cluster_1_x_name
WikiPathways,27,WP5083,Neuroinflammation and glutamatergic signaling,,-4.3,7.3,6.2,30244,140,207,7,3.4,1.3,596|2904|3643|4088|7040|7049|23236,BCL2|GRIN2B|INSR|SMAD3|TGFB1|TGFBR3|PLCB1,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0010565,regulation of cellular ketone metabolic process,19_GO:0008152 metabolic process,-4.3,7.3,6.2,30244,140,207,7,3.4,1.3,857|5581|6720|8660|9612|23411|51422,CAV1|PRKCE|SREBF1|IRS2|NCOR2|SIRT1|PRKAG2,-2.7,cluster_1_x_name
Canonical Pathways,11,M166,PID ATF2 PATHWAY,,-4.3,12,7.3,30244,59,207,5,2.4,1.1,595|596|1843|2099|5156,CCND1|BCL2|DUSP1|ESR1|PDGFRA,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0043502,regulation of muscle adaptation,19_GO:0032501 multicellular organismal process,-4.3,9.1,6.6,30244,96,207,6,2.9,1.2,1605|2309|4088|4205|4846|5530,DAG1|FOXO3|SMAD3|MEF2A|NOS3|PPP3CA,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0030048,actin filament-based movement,19_GO:0009987 cellular process,-4.3,9.1,6.6,30244,96,207,6,2.9,1.2,2697|4624|4643|4650|10060|23327,GJA1|MYH6|MYO1E|MYO9B|ABCC9|NEDD4L,-2.7,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-9692914,SARS-CoV-1-host interactions,,-4.3,9.1,6.6,30244,96,207,6,2.9,1.2,857|4088|4792|5970|6201|7329,CAV1|SMAD3|NFKBIA|RELA|RPS7|UBE2I,-2.7,cluster_1_x_name
GeDiPNet,37,GDP00480,Aortic Aneurysm,,-4.3,9.1,6.6,30244,96,207,6,2.9,1.2,59|4035|4088|5728|6497|23327,ACTA2|LRP1|SMAD3|PTEN|SKI|NEDD4L,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:1900180,regulation of protein localization to nucleus,19_GO:0051179 localization,-4.3,7.3,6.2,30244,141,207,7,3.4,1.3,2534|3728|4088|5587|6934|7040|10979,FYN|JUP|SMAD3|PRKD1|TCF7L2|TGFB1|FERMT2,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-4.3,5.3,5.7,30244,247,207,9,4.3,1.4,348|857|905|1488|1605|2060|3643|6541|9213,APOE|CAV1|CCNT2|CTBP2|DAG1|EPS15|INSR|SLC7A1|XPR1,-2.7,cluster_1_x_name
KEGG Pathway,24,hsa04978,Mineral absorption,,-4.2,12,7.2,30244,60,207,5,2.4,1.1,490|6523|6546|54822|79901,ATP2B1|SLC5A1|SLC8A1|TRPM7|CYBRD1,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0010718,positive regulation of epithelial to mesenchymal transition,19_GO:0032502 developmental process,-4.2,12,7.2,30244,60,207,5,2.4,1.1,4088|5747|6934|7040|10979,SMAD3|PTK2|TCF7L2|TGFB1|FERMT2,-2.7,cluster_1_x_name
Canonical Pathways,11,M7,PID FCER1 PATHWAY,,-4.2,12,7.2,30244,60,207,5,2.4,1.1,1843|2534|4773|5747|5970,DUSP1|FYN|NFATC2|PTK2|RELA,-2.7,cluster_1_x_name
GeDiPNet,37,GDP01066,Cardiomyopathy,,-4.2,4.3,5.3,30244,373,207,11,5.3,1.6,154|3728|4624|5581|6497|6558|6934|10060|51422|81570|150094,ADRB2|JUP|MYH6|PRKCE|SKI|SLC12A2|TCF7L2|ABCC9|PRKAG2|CLPB|SIK1,-2.7,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-9678108,SARS-CoV-1 Infection,,-4.2,7.2,6.2,30244,142,207,7,3.4,1.3,857|1655|4088|4792|5970|6201|7329,CAV1|DDX5|SMAD3|NFKBIA|RELA|RPS7|UBE2I,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0010212,response to ionizing radiation,19_GO:0050896 response to stimulus,-4.2,7.2,6.2,30244,142,207,7,3.4,1.3,595|596|1026|1785|2547|23411|54617,CCND1|BCL2|CDKN1A|DNM2|XRCC6|SIRT1|INO80,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:2000463,positive regulation of excitatory postsynaptic potential,19_GO:0048518 positive regulation of biological process,-4.2,19,8.3,30244,31,207,4,1.9,0.96,154|1855|2904|5728,ADRB2|DVL1|GRIN2B|PTEN,-2.7,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,,-4.2,19,8.3,30244,31,207,4,1.9,0.96,857|1855|5529|89780,CAV1|DVL1|PPP2R5E|WNT3A,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:1904030,negative regulation of cyclin-dependent protein kinase activity,19_GO:0048519 negative regulation of biological process,-4.2,19,8.3,30244,31,207,4,1.9,0.96,1026|1031|5728|10614,CDKN1A|CDKN2C|PTEN|HEXIM1,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-4.2,4,5.2,30244,442,207,12,5.8,1.6,596|1605|2309|2335|2547|4988|5530|7040|8289|23376|23654|89780,BCL2|DAG1|FOXO3|FN1|XRCC6|OPRM1|PPP3CA|TGFB1|ARID1A|UFL1|PLXNB2|WNT3A,-2.7,cluster_1_x_name
KEGG Pathway,24,hsa05132,Salmonella infection,,-4.2,5.3,5.6,30244,249,207,9,4.3,1.4,596|1785|4792|5217|5287|5868|5970|6237|6934,BCL2|DNM2|NFKBIA|PFN2|PIK3C2B|RAB5A|RELA|RRAS|TCF7L2,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0097306,cellular response to alcohol,19_GO:0050896 response to stimulus,-4.2,8.9,6.5,30244,98,207,6,2.9,1.2,490|1605|3728|5581|94241|114881,ATP2B1|DAG1|JUP|PRKCE|TP53INP1|OSBPL7,-2.7,cluster_1_x_name
KEGG Pathway,24,hsa04925,Aldosterone synthesis and secretion,,-4.2,8.9,6.5,30244,98,207,6,2.9,1.2,490|4881|5581|5587|23236|23683,ATP2B1|NPR1|PRKCE|PRKD1|PLCB1|PRKD3,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0097190,apoptotic signaling pathway,19_GO:0050896 response to stimulus,-4.2,4.7,5.5,30244,310,207,10,4.8,1.5,596|842|857|1026|1655|4088|4292|7040|7369|23411,BCL2|CASP9|CAV1|CDKN1A|DDX5|SMAD3|MLH1|TGFB1|UMOD|SIRT1,-2.7,cluster_1_x_name
KEGG Pathway,24,hsa04550,Signaling pathways regulating pluripotency of stem cells,,-4.2,7.2,6.1,30244,143,207,7,3.4,1.3,463|658|1855|2260|4088|8503|89780,ZFHX3|BMPR1B|DVL1|FGFR1|SMAD3|PIK3R3|WNT3A,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:0017157,regulation of exocytosis,19_GO:0051179 localization,-4.2,6,5.8,30244,194,207,8,3.9,1.3,164|1855|2268|5217|5868|6857|11267|134957,AP1G1|DVL1|FGR|PFN2|RAB5A|SYT1|SNF8|STXBP5,-2.7,cluster_1_x_name
GO Biological Processes,19,GO:2000630,positive regulation of miRNA metabolic process,19_GO:0048518 positive regulation of biological process,-4.2,12,7.1,30244,61,207,5,2.4,1.1,2309|4088|5970|6720|7040,FOXO3|SMAD3|RELA|SREBF1|TGFB1,-2.6,cluster_1_x_name
Canonical Pathways,11,M58,PID AR PATHWAY,,-4.2,12,7.1,30244,61,207,5,2.4,1.1,595|2547|7329|8204|8554,CCND1|XRCC6|UBE2I|NRIP1|PIAS1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0045428,regulation of nitric oxide biosynthetic process,19_GO:0008152 metabolic process,-4.2,12,7.1,30244,61,207,5,2.4,1.1,857|1785|3643|4088|23576,CAV1|DNM2|INSR|SMAD3|DDAH1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:1900024,regulation of substrate adhesion-dependent cell spreading,19_GO:0050789 regulation of biological process,-4.2,12,7.1,30244,61,207,5,2.4,1.1,1398|1785|5747|10979|57580,CRK|DNM2|PTK2|FERMT2|PREX1,-2.6,cluster_1_x_name
KEGG Pathway,24,hsa04144,Endocytosis,,-4.2,5.2,5.6,30244,251,207,9,4.3,1.4,857|1785|2060|4088|5156|5868|8395|11267|23327,CAV1|DNM2|EPS15|SMAD3|PDGFRA|RAB5A|PIP5K1B|SNF8|NEDD4L,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0099175,regulation of postsynapse organization,19_GO:0050789 regulation of biological process,-4.2,8.9,6.5,30244,99,207,6,2.9,1.2,348|1855|2534|2904|5728|10152,APOE|DVL1|FYN|GRIN2B|PTEN|ABI2,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-4.2,8.9,6.5,30244,99,207,6,2.9,1.2,596|4846|5970|6934|51530|117584,BCL2|NOS3|RELA|TCF7L2|ZC3HC1|RFFL,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0061136,regulation of proteasomal protein catabolic process,19_GO:0008152 metabolic process,-4.2,6,5.8,30244,195,207,8,3.9,1.3,348|857|1855|7514|8554|8945|23376|114881,APOE|CAV1|DVL1|XPO1|PIAS1|BTRC|UFL1|OSBPL7,-2.6,cluster_1_x_name
WikiPathways,27,WP2853,Endoderm differentiation,,-4.2,7.1,6.1,30244,144,207,7,3.4,1.3,1488|1844|4088|7040|8554|23576|55832,CTBP2|DUSP2|SMAD3|TGFB1|PIAS1|DDAH1|CAND1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0055123,digestive system development,19_GO:0032502 developmental process,-4.2,7.1,6.1,30244,144,207,7,3.4,1.3,596|887|1373|3643|4088|5156|56913,BCL2|CCKBR|CPS1|INSR|SMAD3|PDGFRA|C1GALT1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0001654,eye development,19_GO:0032502 developmental process,-4.2,4.3,5.3,30244,377,207,11,5.3,1.6,358|490|596|658|4088|5156|6497|8412|8842|10152|10818,AQP1|ATP2B1|BCL2|BMPR1B|SMAD3|PDGFRA|SKI|BCAR3|PROM1|ABI2|FRS2,-2.6,cluster_1_x_name
Canonical Pathways,11,M108,PID NETRIN PATHWAY,,-4.2,18,8.1,30244,32,207,4,1.9,0.96,2534|5747|7525|8633,FYN|PTK2|YES1|UNC5C,-2.6,cluster_1_x_name
GeDiPNet,37,GDP00303,Alcoholic Liver Cirrhosis,,-4.2,18,8.1,30244,32,207,4,1.9,0.96,596|4088|5970|7040,BCL2|SMAD3|RELA|TGFB1,-2.6,cluster_1_x_name
Canonical Pathways,11,M165,PID SYNDECAN 4 PATHWAY,,-4.2,18,8.1,30244,32,207,4,1.9,0.96,1785|2260|2335|5747,DNM2|FGFR1|FN1|PTK2,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0050671,positive regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-4.2,7.1,6.1,30244,145,207,7,3.4,1.3,596|1026|4773|5530|6541|8660|89780,BCL2|CDKN1A|NFATC2|PPP3CA|SLC7A1|IRS2|WNT3A,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:1902950,regulation of dendritic spine maintenance,19_GO:0050789 regulation of biological process,-4.2,37,10,30244,12,207,3,1.4,0.83,348|2534|2904,APOE|FYN|GRIN2B,-2.6,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-2029481,FCGR activation,,-4.2,37,10,30244,12,207,3,1.4,0.83,2268|2534|7525,FGR|FYN|YES1,-2.6,cluster_1_x_name
GeDiPNet,37,GDP05537,Papillomatosis,,-4.2,37,10,30244,12,207,3,1.4,0.83,595|1026|7040,CCND1|CDKN1A|TGFB1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0009615,response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.2,4.2,5.3,30244,379,207,11,5.3,1.6,59|596|1129|2268|3663|4088|5970|9213|10060|81570|84871,ACTA2|BCL2|CHRM2|FGR|IRF5|SMAD3|RELA|XPR1|ABCC9|CLPB|AGBL4,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.2,5.2,5.6,30244,253,207,9,4.3,1.4,164|857|2534|2547|4792|5581|5970|10614|81570,AP1G1|CAV1|FYN|XRCC6|NFKBIA|PRKCE|RELA|HEXIM1|CLPB,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0002244,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-4.2,8.8,6.5,30244,100,207,6,2.9,1.2,596|1106|2009|5156|7040|23376,BCL2|CHD2|EML1|PDGFRA|TGFB1|UFL1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0019755,one-carbon compound transport,19_GO:0051179 localization,-4.2,12,7.1,30244,62,207,5,2.4,1.1,358|7369|8170|57282|64116,AQP1|UMOD|SLC14A2|SLC4A10|SLC39A8,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0048813,dendrite morphogenesis,19_GO:0032502 developmental process,-4.2,12,7.1,30244,62,207,5,2.4,1.1,1855|2534|4205|5530|5728,DVL1|FYN|MEF2A|PPP3CA|PTEN,-2.6,cluster_1_x_name
WikiPathways,27,WP3863,T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection,,-4.2,12,7.1,30244,62,207,5,2.4,1.1,1605|2534|4773|4792|6237,DAG1|FYN|NFATC2|NFKBIA|RRAS,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0030177,positive regulation of Wnt signaling pathway,19_GO:0048518 positive regulation of biological process,-4.2,7,6,30244,146,207,7,3.4,1.3,406|857|3728|4088|6497|7040|89780,BMAL1|CAV1|JUP|SMAD3|SKI|TGFB1|WNT3A,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,19_GO:0032502 developmental process,-4.2,7,6,30244,146,207,7,3.4,1.3,406|4088|7040|10979|23411|79068|89780,BMAL1|SMAD3|TGFB1|FERMT2|SIRT1|FTO|WNT3A,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0150063,visual system development,19_GO:0032502 developmental process,-4.2,4.2,5.2,30244,381,207,11,5.3,1.6,358|490|596|658|4088|5156|6497|8412|8842|10152|10818,AQP1|ATP2B1|BCL2|BMPR1B|SMAD3|PDGFRA|SKI|BCAR3|PROM1|ABI2|FRS2,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-4.1,3.4,5,30244,598,207,14,6.8,1.7,1544|1584|1593|5287|5571|5587|5728|6720|8395|8503|23683|51422|114881|259230,CYP1A2|CYP11B1|CYP27A1|PIK3C2B|PRKAG1|PRKD1|PTEN|SREBF1|PIP5K1B|PIK3R3|PRKD3|PRKAG2|OSBPL7|SGMS1,-2.6,cluster_1_x_name
GeDiPNet,37,GDP06072,Pulmonary Fibrosis,,-4.1,7,6,30244,147,207,7,3.4,1.3,59|857|2099|2335|2534|3663|7040,ACTA2|CAV1|ESR1|FN1|FYN|IRF5|TGFB1,-2.6,cluster_1_x_name
Canonical Pathways,11,M10,PID BCR 5PATHWAY,,-4.1,12,7,30244,63,207,5,2.4,1.1,1445|4792|5530|5728|5970,CSK|NFKBIA|PPP3CA|PTEN|RELA,-2.6,cluster_1_x_name
Canonical Pathways,11,M254,PID MYC REPRESS PATHWAY,,-4.1,12,7,30244,63,207,5,2.4,1.1,595|596|1026|2309|4088,CCND1|BCL2|CDKN1A|FOXO3|SMAD3,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0070542,response to fatty acid,19_GO:0050896 response to stimulus,-4.1,12,7,30244,63,207,5,2.4,1.1,1373|2309|2696|6720|23236,CPS1|FOXO3|GIPR|SREBF1|PLCB1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0097061,dendritic spine organization,19_GO:0009987 cellular process,-4.1,18,8,30244,33,207,4,1.9,0.96,1855|2534|3643|5728,DVL1|FYN|INSR|PTEN,-2.6,cluster_1_x_name
WikiPathways,27,WP2817,Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4),,-4.1,18,8,30244,33,207,4,1.9,0.96,595|857|2099|5241,CCND1|CAV1|ESR1|PGR,-2.6,cluster_1_x_name
Canonical Pathways,11,M277,PID INTEGRIN A4B1 PATHWAY,,-4.1,18,8,30244,33,207,4,1.9,0.96,1398|2335|5747|7094,CRK|FN1|PTK2|TLN1,-2.6,cluster_1_x_name
Canonical Pathways,11,M266,PID NCADHERIN PATHWAY,,-4.1,18,8,30244,33,207,4,1.9,0.96,1500|2260|2697|3728,CTNND1|FGFR1|GJA1|JUP,-2.6,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-389356,CD28 co-stimulation,,-4.1,18,8,30244,33,207,4,1.9,0.96,2534|7525|8503|79109,FYN|YES1|PIK3R3|MAPKAP1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0032946,positive regulation of mononuclear cell proliferation,19_GO:0048518 positive regulation of biological process,-4.1,6.9,6,30244,148,207,7,3.4,1.3,596|1026|4773|5530|6541|8660|89780,BCL2|CDKN1A|NFATC2|PPP3CA|SLC7A1|IRS2|WNT3A,-2.6,cluster_1_x_name
GeDiPNet,37,GDP03318,Hyperinsulinism,,-4.1,6.9,6,30244,148,207,7,3.4,1.3,857|2099|3643|3767|4846|6833|8842,CAV1|ESR1|INSR|KCNJ11|NOS3|ABCC8|PROM1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0060538,skeletal muscle organ development,19_GO:0032502 developmental process,-4.1,6.9,6,30244,148,207,7,3.4,1.3,596|857|905|1605|5530|6497|89780,BCL2|CAV1|CCNT2|DAG1|PPP3CA|SKI|WNT3A,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0006874,intracellular calcium ion homeostasis,19_GO:0042592 homeostatic process,-4.1,5.8,5.7,30244,200,207,8,3.9,1.3,348|490|596|857|6546|7369|57130|57419,APOE|ATP2B1|BCL2|CAV1|SLC8A1|UMOD|ATP13A1|SLC24A3,-2.6,cluster_1_x_name
GeDiPNet,37,GDP05990,Proptosis,,-4.1,5.8,5.7,30244,200,207,8,3.9,1.3,1855|2260|3643|5728|6237|6497|7040|22808,DVL1|FGFR1|INSR|PTEN|RRAS|SKI|TGFB1|MRAS,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0031644,regulation of nervous system process,19_GO:0032501 multicellular organismal process,-4.1,6.9,6,30244,149,207,7,3.4,1.3,154|1605|1855|2904|4846|4988|5728,ADRB2|DAG1|DVL1|GRIN2B|NOS3|OPRM1|PTEN,-2.6,cluster_1_x_name
Canonical Pathways,11,M34,PID TCR PATHWAY,,-4.1,11,6.9,30244,64,207,5,2.4,1.1,1445|2534|5581|5728|27347,CSK|FYN|PRKCE|PTEN|STK39,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0080164,regulation of nitric oxide metabolic process,19_GO:0008152 metabolic process,-4.1,11,6.9,30244,64,207,5,2.4,1.1,857|1785|3643|4088|23576,CAV1|DNM2|INSR|SMAD3|DDAH1,-2.6,cluster_1_x_name
GeDiPNet,37,GDP06824,Strabismus,,-4.1,3.2,4.9,30244,682,207,15,7.2,1.8,51|1855|2260|2697|5728|6237|6497|6833|6857|8289|22808|23327|56992|64116|150094,ACOX1|DVL1|FGFR1|GJA1|PTEN|RRAS|SKI|ABCC8|SYT1|ARID1A|MRAS|NEDD4L|KIF15|SLC39A8|SIK1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-4.1,4.6,5.3,30244,321,207,10,4.8,1.5,857|1445|2309|2534|5530|5970|6541|7525|8289|89780,CAV1|CSK|FOXO3|FYN|PPP3CA|RELA|SLC7A1|YES1|ARID1A|WNT3A,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0048880,sensory system development,19_GO:0032502 developmental process,-4.1,4.2,5.2,30244,387,207,11,5.3,1.6,358|490|596|658|4088|5156|6497|8412|8842|10152|10818,AQP1|ATP2B1|BCL2|BMPR1B|SMAD3|PDGFRA|SKI|BCAR3|PROM1|ABI2|FRS2,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0071248,cellular response to metal ion,19_GO:0050896 response to stimulus,-4.1,5.8,5.7,30244,202,207,8,3.9,1.3,358|1544|1584|4205|6558|6857|27347|64116,AQP1|CYP1A2|CYP11B1|MEF2A|SLC12A2|SYT1|STK39|SLC39A8,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0062013,positive regulation of small molecule metabolic process,19_GO:0048518 positive regulation of biological process,-4.1,6.8,5.9,30244,150,207,7,3.4,1.3,348|3643|4846|5581|6720|8660|23411,APOE|INSR|NOS3|PRKCE|SREBF1|IRS2|SIRT1,-2.6,cluster_1_x_name
GO Biological Processes,19,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,19_GO:0050896 response to stimulus,-4.1,6.8,5.9,30244,150,207,7,3.4,1.3,857|1785|4088|6497|7040|7049|23411,CAV1|DNM2|SMAD3|SKI|TGFB1|TGFBR3|SIRT1,-2.6,cluster_1_x_name
KEGG Pathway,24,hsa04660,T cell receptor signaling pathway,,-4.1,8.4,6.3,30244,104,207,6,2.9,1.2,2534|4773|4792|5530|5970|8503,FYN|NFATC2|NFKBIA|PPP3CA|RELA|PIK3R3,-2.5,cluster_1_x_name
WikiPathways,27,WP1544,MicroRNAs in cardiomyocyte hypertrophy,,-4.1,8.4,6.3,30244,104,207,6,2.9,1.2,1855|5530|5596|7040|8503|89780,DVL1|PPP3CA|MAPK4|TGFB1|PIK3R3|WNT3A,-2.5,cluster_1_x_name
KEGG Pathway,24,hsa05415,Diabetic cardiomyopathy,,-4.1,5.8,5.6,30244,203,207,8,3.9,1.3,3643|4088|4846|5728|5970|7040|8503|23236,INSR|SMAD3|NOS3|PTEN|RELA|TGFB1|PIK3R3|PLCB1,-2.5,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-4791275,Signaling by WNT in cancer,,-4.1,17,7.8,30244,34,207,4,1.9,0.96,1488|5529|6934|89780,CTBP2|PPP2R5E|TCF7L2|WNT3A,-2.5,cluster_1_x_name
Canonical Pathways,11,M143,PID IL2 PI3K PATHWAY,,-4.1,17,7.8,30244,34,207,4,1.9,0.96,596|2309|5970|259230,BCL2|FOXO3|RELA|SGMS1,-2.5,cluster_1_x_name
WikiPathways,27,WP313,Hepatocyte growth factor receptor signaling,,-4.1,17,7.8,30244,34,207,4,1.9,0.96,1398|3672|5728|5747,CRK|ITGA1|PTEN|PTK2,-2.5,cluster_1_x_name
Canonical Pathways,11,M30,PID HDAC CLASSII PATHWAY,,-4.1,17,7.8,30244,34,207,4,1.9,0.96,2099|7329|7514|9612,ESR1|UBE2I|XPO1|NCOR2,-2.5,cluster_1_x_name
KEGG Pathway,24,hsa04710,Circadian rhythm,,-4.1,17,7.8,30244,34,207,4,1.9,0.96,406|5571|8945|51422,BMAL1|PRKAG1|BTRC|PRKAG2,-2.5,cluster_1_x_name
Canonical Pathways,11,M177,PID EPHA FWDPATHWAY,,-4.1,17,7.8,30244,34,207,4,1.9,0.96,1398|2268|2534|7525,CRK|FGR|FYN|YES1,-2.5,cluster_1_x_name
GeDiPNet,37,GDP04464,Medulloblastoma,,-4.1,11,6.9,30244,65,207,5,2.4,1.1,898|2260|4292|5156|8660,CCNE1|FGFR1|MLH1|PDGFRA|IRS2,-2.5,cluster_1_x_name
GO Biological Processes,19,GO:0046888,negative regulation of hormone secretion,19_GO:0051179 localization,-4.1,11,6.9,30244,65,207,5,2.4,1.1,2697|3767|5530|6720|6833,GJA1|KCNJ11|PPP3CA|SREBF1|ABCC8,-2.5,cluster_1_x_name
GO Biological Processes,19,GO:0030888,regulation of B cell proliferation,19_GO:0002376 immune system process,-4.1,11,6.9,30244,65,207,5,2.4,1.1,596|1026|4773|8660|89780,BCL2|CDKN1A|NFATC2|IRS2|WNT3A,-2.5,cluster_1_x_name
GO Biological Processes,19,GO:0007292,female gamete generation,19_GO:0022414 reproductive process,-4.1,6.8,5.9,30244,151,207,7,3.4,1.3,596|658|4292|4846|5241|8204|23411,BCL2|BMPR1B|MLH1|NOS3|PGR|NRIP1|SIRT1,-2.5,cluster_1_x_name
WikiPathways,27,WP2881,Estrogen receptor pathway,,-4.1,34,9.8,30244,13,207,3,1.4,0.83,51|1544|2099,ACOX1|CYP1A2|ESR1,-2.5,cluster_1_x_name
GO Biological Processes,19,GO:0035865,cellular response to potassium ion,19_GO:0050896 response to stimulus,-4.1,34,9.8,30244,13,207,3,1.4,0.83,1584|6558|27347,CYP11B1|SLC12A2|STK39,-2.5,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-203615,eNOS activation,,-4.1,34,9.8,30244,13,207,3,1.4,0.83,857|4846|23576,CAV1|NOS3|DDAH1,-2.5,cluster_1_x_name
GO Biological Processes,19,GO:0043535,regulation of blood vessel endothelial cell migration,19_GO:0040011 locomotion,-4.1,6.7,5.9,30244,152,207,7,3.4,1.3,348|2260|3728|4846|5587|7040|23411,APOE|FGFR1|JUP|NOS3|PRKD1|TGFB1|SIRT1,-2.5,cluster_1_x_name
